folder_path,name,id,mimeType,size,modifiedTime
LLM_TOKEN_ZIP_RESEARCH_MASTER/RECOVERED_FROM_FILE_LIBRARY/04_T4C0_T4C1_RECOVERED,V52_T4C1_PRIOR_ART_NOVELTY_AUDIT_20260825.md,1km_JCnHTdxujIKr6S7xeQAi1JARnpSK2,text/markdown,13758,2026-08-25T17:10:12.807Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,CROSS_BENCHMARK_CAUSAL_SPECTRAL_SUBSPACE_CHECKPOINT_2026-09-04.md,1fd470TNLtOING2obnfcuPtEiLdTUIBdr,text/markdown,3957,2026-09-04T14:40:44.391Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,CROSS_BENCHMARK_HEAD_TAIL_CAUSAL_CHECKPOINT_2026-09-04.md,1HSBrmm4ufVbiY24GhEoo3wyGHUkCKu4T,text/markdown,5190,2026-09-04T14:47:26.953Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,CROSS_BENCHMARK_MATCHED_RANDOM_PARTITION_NULL_CHECKPOINT_2026-09-04,1__c-LIzdI9SsKxkyiQmvzix1NA4SDC5hFX8EWuZ4ZJs,application/vnd.google-apps.document,3438,2026-09-04T18:47:56.170Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,CROSS_DATASET_HEAD_TAIL_BOUNDARY_LOCALIZATION_CHECKPOINT_2026-09-04,1Rhq_GyLmUgLorvoTOyx38U4pfaReJGs8zwYpG6IVGEw,application/vnd.google-apps.document,4019,2026-09-04T20:43:07.514Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_BOUNDARY_LOCALIZATION_AUDIT_RESULT_2026-09-05_NAVIGATION_MIRROR.md,13zdeIJhjxDGySB2uMxtKybqKYTo8w0nW,text/markdown,3860,2026-09-05T06:27:41.712Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_BOUNDARY_LOCALIZATION_COLD_START_AUDIT_HANDOFF_2026-09-04_NAVIGATION_MIRROR.md,1W_p5GRbYfiM7XdO_YJibZed56yslXraY,text/markdown,4532,2026-09-04T20:55:23.416Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_BOUNDARY_LOCALIZATION_POST_AUDIT_INTERPRETATION_ADDENDUM_2026-09-05_NAVIGATION_MIRROR.md,1Wt_I_5jvCcJCMHy0FOCcSMruN1vXy2q7,text/markdown,4702,2026-09-05T06:46:47.698Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_BOUNDARY_LOCALIZATION_PRERUN_SEAL_2026-09-04,1z-WSwgCgB_HKoO6F8t6fxfKh6KBol-4pSMzcLrqyiLs,application/vnd.google-apps.document,2219,2026-09-04T20:34:36.806Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_BOUNDARY_LOCALIZATION_PROVENANCE_MANIFEST_2026-09-04,1W9Cs8ijdLxbT0lt6WqnG2Y0hky1KiXFBtTTsT_hi4Xk,application/vnd.google-apps.document,3429,2026-09-04T20:45:31.320Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_CAUSAL_HEAD_TAIL_BOUNDARY_LOCALIZATION_PREREG_2026-09-04,1hE_-z6qIn3g-zX0jLAClwoQeHbsZDeVuQ83SyO17sI0,application/vnd.google-apps.document,9869,2026-09-04T20:27:21.341Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_CAUSAL_HEAD_TAIL_TWO_SUBSPACE_HAAR_PREREG_2026-09-04.md,1RhJizffeiFVa8NsIKOOmkvFG3LIb2FUw,text/markdown,6624,2026-09-04T14:34:34.215Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_CAUSAL_SPECTRAL_BAND_HAAR_INTERIM_DOUBLE_BACKUP_2026-09-04.zip,1G8iytJjdJhDNAmbt4zJfp9Gy1wgX33bx,application/zip,7381,2026-09-04T14:30:56.749Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_HEAD_TAIL_POST_AUDIT_INTERPRETATION_ADDENDUM_2026-09-04,13hV2Ubw4Dgfi2TBO5MuNEtpLIJXJ0NuDXga-BmC94z8,application/vnd.google-apps.document,4628,2026-09-04T20:28:04.472Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LOCOMO_BOUNDARY_LOCALIZATION_RESULTS_2026-09-04.zip,1suAZoTuYsaah_oWf1fB9vPxQ2KPg92tr,application/zip,211990,2026-09-04T20:36:54.127Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LOCOMO_CAUSAL_BAND_HAAR_RESULTS_2026-09-04.zip,1mfJUZ5i8TG5mwCKfHGJ2avBaIRVGAgi1,application/zip,4861,2026-09-04T14:26:27.021Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LOCOMO_HEAD_TAIL_CAUSAL_RESULTS_2026-09-04.zip,15AjflormsdLveHWgIIc7rqhrsVE8bQNv,application/zip,3576,2026-09-04T14:38:42.018Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LOCOMO_MATCHED_RANDOM_PARTITION_NULL_RESULTS_2026-09-04.zip,19zuaMJeF32BAdG7dSKOmovjGzhSmvzT7,application/zip,10821,2026-09-04T18:46:01.310Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LONGMEMEVAL_BOUNDARY_LOCALIZATION_FINAL_2026-09-04.zip,1qLSdVsbUb8Eo5D8YgmGdkk3gx0w_vufQ,application/zip,91808,2026-09-04T20:40:15.503Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LONGMEMEVAL_CAUSAL_SHARDED_FINAL_2026-09-04.zip,1atTWg-DOGiekK7wx1DBS7GozFIDxtOp6,application/zip,3887,2026-09-04T14:39:12.709Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LONGMEMEVAL_HEAD_TAIL_CAUSAL_FINAL_2026-09-04.zip,1P58-aWzcHf-YtyHBHqCOiIiE-2AtH2ru,application/zip,3573,2026-09-04T14:46:37.378Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_LONGMEMEVAL_MATCHED_RANDOM_PARTITION_NULL_FINAL_2026-09-04.zip,1YHi5QT1cX4T_qXHzaXRtxNUw5m5DP7R4,application/zip,9829,2026-09-04T18:46:07.979Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_MATCHED_RANDOM_PARTITION_NULL_COLD_START_AUDIT_HANDOFF_2026-09-04,1l7rE9TPn15Ob6yP9a7A9Vfcqi83IcDnu61n8Tp9A-pI,application/vnd.google-apps.document,4061,2026-09-04T18:51:30.797Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_MATCHED_RANDOM_PARTITION_NULL_PREREG_2026-09-04,16cpNlMnVmehI6faMfvmicK280SKWHheA7bfAom7Ub_g,application/vnd.google-apps.document,8380,2026-09-04T18:35:39.687Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_MATCHED_RANDOM_PARTITION_NULL_PRERUN_SEAL_2026-09-04,14PJunDnAshUvXBf5uA1T5UCFlA5Xkfa1rYa6Gg4bXIg,application/vnd.google-apps.document,2446,2026-09-04T18:39:47.284Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_CAUSAL_SPECTRAL_BAND_HAAR_2026-09-04,V52_MATCHED_RANDOM_PARTITION_NULL_PROVENANCE_MANIFEST_2026-09-04,1jPagpqOQQmlhcSnmKMNJzLinyYQbcXg0jhctHllXUMw,application/vnd.google-apps.document,3349,2026-09-04T18:49:30.824Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_STATIC_STORAGE_INVENTORY_INDEPENDENT_AUDIT_2026-09-12,AUDIT_RECEIPT,118B7DAaUfHpKcZE1H8pyAd0FToZTRjchyyiAHRIO0dU,application/vnd.google-apps.document,1024,2026-09-12T17:07:02.191Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_STATIC_STORAGE_INVENTORY_INDEPENDENT_AUDIT_2026-09-12,INDEPENDENT_INVENTORY_AUDIT_REPORT,1iuVHrKPcESamPS1qsz1JCH_qeRH36eRYxZf6krAsBaY,application/vnd.google-apps.document,6381,2026-09-12T17:06:51.315Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_AUDIT_PACKAGE,V52_T4C2_ALL_OUTPUTS.zip,1XkcdVYZTOzDXxq1RMDbnVT46_biGBGxa,application/zip,13536123,2026-08-27T06:20:20.065Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY,FINAL_2026-08-27_FULL_470,1rXeSGN0__wXTYVzvJy1wVulTY0gFTUaP,application/vnd.google-apps.folder,,
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_aggregate.csv,19QNrbOOvOF_2ExxeDkEFTQUjhLMOVZz5,text/csv,333,2026-08-26T22:12:17.244Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_ALL_OUTPUTS.zip,1axb1ZQpo7bdN92blVl3eHWe3nME1mwlR,application/zip,13536123,2026-08-26T22:11:18.257Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_archive_size.csv,1m_fdfixtV5x8simEtAHmi45fMTN74_Iy,text/csv,683,2026-08-26T22:12:21.671Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_BINARY_GEOMETRY.zip,1ggaSk2TyhVVNil7UOk2Dai2UDcgIZY9r,application/zip,13012706,2026-08-26T22:11:24.034Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_bit_balance.csv,1yPYFavaGqJ9jjiY1fsB6QonQyGHFq-rH,text/csv,83134,2026-08-26T22:12:25.806Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_centering_effect.csv,1qYtCvCPFrmMv8EFNkNapwSvsi6Ih6gUA,text/csv,277,2026-08-26T22:12:30.253Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,v52_t4c2_centering_geometry.py,16D-93zDk-xxmIhv9m0mCG2-U_FhZ8zFp,text/x-python,53342,2026-08-26T22:13:52.028Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_collision_diagnostics.csv,1_Hv-a6cZ5xDclV0kcYnXDVoZ5tZCLQNi,text/csv,247932,2026-08-26T22:12:34.257Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_COMPUTE_REPORT.md,1KSqb65MxvBYX-flICVnx1vZs-_VMoQOL,text/markdown,1947,2026-08-26T22:11:30.337Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_distance_geometry.csv,17AK7X-ldwA6qrb09M9SRytwwohGA_JxK,text/csv,467241,2026-08-26T22:12:39.191Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_feature_geometry.csv,1catvEUhJHyFVyVLCRlmHNnMtXnaXyBV6,text/csv,77491,2026-08-26T22:12:43.414Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_gold_cardinality.csv,10C8hRkGrWuWq_jiTB7i6Innr6Lw9y2XE,text/csv,483,2026-08-26T22:12:47.444Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_HEAD_RESEARCHER_HANDOFF.txt,1hjUdmJg4ZhFGMzI8_aohh4x5-Ng0-PXi,text/plain,8238,2026-08-26T22:11:39.576Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_INPUT_CHECKS.json,1DK8jf_1SWm42nIrU1LpfCF_YLGkNcuZz,application/json,1503,2026-08-26T22:11:49.153Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_leakage_audit.csv,1Aq1jXrLa_Q4WUdoP0ZWL9v30xK0xnI6N,text/csv,867,2026-08-26T22:12:51.425Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_POST_RUN_MANIFEST.json,1pNREGLxrbTvD-Qso3dGpFCTNnpmMBXfy,application/json,3468,2026-08-26T22:11:55.651Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_PRE_RUN_SEAL.json,1XdMYwYPcGj3rk_r235ly4PLngzKdI_w5,application/json,3192,2026-08-26T22:12:02.387Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_question_level.csv,1X-4Df7KihrA4n37U-0GZtjiiyn308W5r,text/csv,56274,2026-08-26T22:12:55.775Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_question_type.csv,1tCOy_QE1NYHGDqdIvY6LY6qBC6xXsP8v,text/csv,901,2026-08-26T22:13:00.187Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_rank_geometry.csv,1QduL7qm1OQdRYikIbeIo7sLqAOE0Er3-,text/csv,180648,2026-08-26T22:13:21.523Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_reuse.csv,1fld_ueJ9toVXrhKXu6xJd512ovngw5iK,text/csv,610,2026-08-26T22:13:27.210Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_same_input_proof.csv,1mH_w-RkgtPcfPHG6qnFfx8g35zPBuMTL,text/csv,22378,2026-08-26T22:13:31.359Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_sanity_checks.csv,1gvzqSg6hDam9BEVaoO4HO0UbWZcEyBEJ,text/csv,489,2026-08-26T22:13:35.534Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_TASK4C1_REPRODUCTION.csv,1bXtW7zz9zqp2b4ytC6TlKFiEUTt9Y0Av,text/csv,780,2026-08-26T22:12:07.039Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_tie_diagnostics.csv,1k6YUky1yLlRxRJYOpckW4yWcVNOFlqo1,text/csv,178893,2026-08-26T22:13:39.752Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_trial_results.csv,1g8_vCbmA63aDOQVZvIDmxpD6leJ6TjES,text/csv,5371479,2026-08-26T22:13:47.864Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C2_CENTERING_GEOMETRY/FINAL_2026-08-27_FULL_470,V52_T4C2_WIN_TIE_LOSS.csv,1K7dRBytDweaYAqCcamSPxGomxjZH88eo,text/csv,283,2026-08-26T22:12:12.657Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE,FINAL_2026-08-28_FULL_470,1ABFEBsp7KfNxtIRkdaqU-6ImTFbsXAnv,application/vnd.google-apps.folder,,
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_aggregate.csv,1l22nP6YzjMLiWCvIdl002qVW0leAJP3d,text/csv,768,2026-08-28T12:44:46.406Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_ALL_OUTPUTS.zip,1KoDZx0h88JMUfJsAgd_rUtAyeS5_3ESm,application/x-zip-compressed,24756509,2026-08-28T12:40:49.000Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_archive_size.csv,1T3LyEwdY0_H9ZvYiJVcLjYL67OhvmkA7,text/csv,1662,2026-08-28T12:44:57.635Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_block_gradient.csv,1rZol5gm6T2ly2AW_4M33Jr57jICq8J7Q,text/csv,1461,2026-08-28T12:44:52.063Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_collision_diagnostics.csv,1KU6PiLumi9FR-0ZudE6-mI4rNALmOqTY,text/csv,1648720,2026-08-28T12:45:15.776Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_COMPUTE_REPORT.md,1AzbO_n08yqEvJ4iwKEA-Z0joBhBcaHD8,text/markdown,1318,2026-08-28T12:44:05.821Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_continuous_invariance.csv,1fZP8GQnWJtOWG-WoPFNasguIAKo0Tlwm,text/csv,1833254,2026-08-28T12:43:51.552Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,v52_t4c3_coordinate_axis_probe.py,1Mvd54Y3LjSbZClrADOHHvVBDifses74o,text/x-python,32837,2026-08-28T12:43:20.895Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_gold_cardinality.csv,1kd9xwmP04-orOuKATrGyPxBoh-1DYo7a,text/csv,1014,2026-08-28T12:45:03.295Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_HEAD_RESEARCHER_HANDOFF.txt,1KmjZIK_0H8FDQqyE6-4OSgjrNifw97xr,text/plain,773,2026-08-28T12:44:12.071Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_heterogeneity_alignment.csv,1P5vuHU736w1AnvQRLrz2GIsj6S0OXJB7,text/csv,1620,2026-08-28T12:45:27.455Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_heterogeneity_quintiles.csv,1PfFJfOJzhvud8eLvzcMnCwa9DLFzcdSt,text/csv,16478,2026-08-28T12:43:32.635Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_INPUT_CHECKS.json,1B_qVTP6v8GAXhKBoEn0mXTeuLrP92m-9,application/json,1023,2026-08-28T12:43:26.695Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_ITQ_HAAR_ENVELOPE.csv,1flMTr5i8Zuv4bk8WGGlBIujZn5XMRVL2,text/csv,281,2026-08-28T12:45:22.465Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_leakage_audit.csv,1cgJgZ2JG_AKDV3TFMiICZqTXHffChnHw,text/csv,144,2026-08-28T12:43:44.210Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_native_heterogeneity.csv,1PME-hZHxp3fRN0AYgygp1oM7v-GNYm6Z,text/csv,1947381,2026-08-28T12:44:00.066Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_POST_RUN_MANIFEST.json,1DXvUT_bfks2gKlOaTZJqkfOVKi7nCMvU,application/json,3964,2026-08-28T12:44:23.576Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_PRE_RUN_SEAL.json,1aTBPjXnxl4XUJIYs6QlGgpWDPx0bZwAO,application/json,3166,2026-08-28T12:43:12.468Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_question_level.csv,13WMESuSqfkAN6xohsE4I02IXc_gw1pMX,text/csv,69428,2026-08-28T12:45:33.390Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_question_type.csv,10IrKLtm1CaV4MZdMdrlyK9-3odaeiy35,text/csv,2305,2026-08-28T12:45:52.902Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_rank_geometry.csv,1kkwo0L9elK8p_aCj0vYK0S5-GNwOu187,text/csv,1205877,2026-08-28T12:46:10.172Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_reuse.csv,15M41K4ljxVv0ljZ0O1REtd9SnfAdgTQD,text/csv,1348,2026-08-28T12:45:47.195Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_rotated_heterogeneity.csv,1sMbkfQvdH2yX3uKREb-gM37nIYh_83ko,text/csv,78405429,2026-08-28T12:40:35.000Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_rotation_seed_results.csv,1hc6KY7Fch4R7fcQAzXQa9BS4B-tzS2gt,text/csv,2663,2026-08-28T12:45:39.035Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_sanity_checks.csv,1giKpbJKde5G5FrlPXRe1Z-3goohYa7CD,text/csv,461,2026-08-28T12:44:18.113Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_signed_permutation_control.csv,1qGgObNL7gmEWIdPduJLXDNUVB2JqfYLD,text/csv,56658,2026-08-28T12:43:38.641Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_tie_diagnostics.csv,1wquekIN_Hui3S_qStVr4jj7M2jGl2h5r,text/csv,1134821,2026-08-28T12:46:02.986Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_T4C3_trial_results.csv,1dHAZ1wV9kem7BM87OwpW86BS6GAj3Fx3,text/csv,21723081,2026-08-28T12:40:31.000Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4C3_COORDINATE_AXIS_CAUSAL_PROBE/FINAL_2026-08-28_FULL_470,V52_TASK_4C3_ACCEPTED_CHECKPOINT_2026-08-28,1AQu8Zoe_Rc6xHfZQ92l3gHGo5xu7H6uApmH03olS1Qw,application/vnd.google-apps.document,3191,2026-08-28T13:58:19.277Z
LLM_TOKEN_ZIP_RESEARCH_MASTER/V52_TASK_4D_LOCOMO_FROZEN_CROSS_BENCHMARK_REPLICATION_2026-08-29,V52_T4D_aggregate.csv,1M7LSlum1cje0EuVQexuiTTw4jgDHh_WQ,text/csv,581,2026-08-29T14:27:07.071Z
